campaign_name,start_date,end_date,channel,impressions,clicks,spend,conversions,active
Launch,2023-12-19,2024-01-02,TikTok,20758,751,474.24,55.0,Yes
BlackFriday,2023-11-06,2023-11-26,Facebook,2252,29,34.68,5.0,Yes
BlackFriday,2023-07-23,2023-08-21,Instagram,40764,962,942.8,130.0,Yes
Launch,2023-11-21,2023-12-03,Instagram,78709,3514,4268.43,0.0,Yes
Winter,2023-09-09,2023-10-01,Instagram,38441,715,698.88,113.0,No
Summer,2023-07-12,2023-07-28,TikTok,93234,2276,2807.57,287.0,Yes
Winter,2023-12-05,2023-12-06,Email,54682,696,1245.38,86.0,No
Summer,2023-06-01,2023-06-14,Google_Ads,60494,2451,3403.1,163.0,Yes
Summer,2023-02-12,2023-02-14,Instagram,82317,2167,3341.47,234.0,Yes
BlackFriday,2023-11-21,2023-12-07,Facebook,66215,2673,2798.65,230.0,Yes
BlackFriday,2023-06-07,2023-07-06,TikTok,7949,153,229.49,15.0,No
Winter,2023-02-22,2023-02-25,TikTok,56393,2385,1620.23,151.0,Yes
Winter,2023-08-18,2023-09-03,TikTok,74553,921,1251.61,81.0,No
BlackFriday,2023-07-01,2023-07-19,TikTok,26934,970,1654.96,63.0,No
Launch,2023-10-20,2023-11-13,Email,84251,2156,3601.64,314.0,Yes
Summer,2023-03-28,2023-04-24,Google_Ads,95456,2403,3629.86,171.0,No
BlackFriday,2023-09-10,2023-10-03,TikTok,54413,1037,1712.34,195.0,Yes
Summer,2023-05-22,2023-06-12,Email,57800,1460,1403.49,93.0,Yes
Winter,2023-02-09,2023-03-11,TikTok,98239,1488,1842.27,287.0,Yes
BlackFriday,2023-11-17,2023-11-21,Facebook,43318,1148,1945.59,162.0,Yes
Launch,2023-08-23,2023-09-07,TikTok,71173,2995,2542.19,150.0,Yes
Winter,2023-07-22,2023-08-04,Email,71390,2081,1746.06,383.0,Yes
Summer,2023-06-18,2023-07-12,TikTok,53329,571,757.48,73.0,Yes
Summer,2023-11-30,2023-12-11,Facebook,44088,1184,1521.85,105.0,Yes
Summer,2023-06-14,2023-06-22,Google_Ads,40811,452,417.37,74.0,Yes
Winter,2023-09-03,2023-09-23,TikTok,56479,2747,2601.72,519.0,No
Launch,2023-06-13,2023-06-29,Google_Ads,86392,1304,1195.47,159.0,No
BlackFriday,2023-09-09,2023-09-11,TikTok,88369,3385,5609.85,329.0,Yes
Launch,2023-06-16,2023-06-27,Instagram,20963,1025,1514.8,172.0,No
BlackFriday,2023-07-21,2023-07-31,Email,56123,2415,4222.93,367.0,No
Launch,2023-04-13,2023-05-01,Google_Ads,93705,3558,6985.1,652.0,Yes
Launch,2023-08-25,2023-09-17,Google_Ads,15388,758,454.83,65.0,No
Summer,2023-07-29,2023-08-13,Google_Ads,70836,2292,2162.5,150.0,Yes
Launch,2023-06-05,2023-06-12,Instagram,37586,1320,2506.44,119.0,Yes
Winter,2023-11-03,2023-11-17,Facebook,46002,1628,1477.7,219.0,No
Summer,2023-09-17,2023-09-21,Instagram,7254,203,223.05,10.0,Yes
Launch,2023-08-03,2023-08-04,Instagram,18144,339,473.89,56.0,No
Summer,2023-07-04,2023-07-26,Facebook,25214,373,551.83,38.0,No
Launch,2023-05-08,2023-05-27,Instagram,72774,1494,2936.53,256.0,No
Launch,2023-11-28,2023-12-26,Facebook,7090,83,109.32,8.0,Yes
Launch,2023-11-27,2023-12-19,Google_Ads,12637,413,290.56,23.0,No
BlackFriday,2023-06-19,2023-07-14,Instagram,23415,499,918.39,0.0,Yes
Summer,2023-04-24,2023-05-24,Facebook,59243,768,1429.71,46.0,Yes
Winter,2023-10-25,2023-11-11,Facebook,42240,804,1603.86,83.0,No
Winter,2023-07-11,2023-07-26,Facebook,84807,3325,5155.9,417.0,No
Winter,2023-10-29,2023-11-01,TikTok,34434,1169,1935.48,144.0,Yes
Launch,2023-01-13,2023-01-30,Google_Ads,70724,889,894.29,44.0,Yes
Summer,2023-02-13,2023-02-19,Facebook,76697,3458,6612.96,432.0,No
BlackFriday,2023-03-14,2023-03-29,Email,29732,1340,1734.73,144.0,No
BlackFriday,2023-04-16,2023-04-25,other,12314,285,455.6,55.0,No
Winter,2023-02-19,2023-03-14,Email,24954,589,1110.95,43.0,Yes
Summer,2023-01-23,2023-02-05,other,88044,3085,5398.15,348.0,Yes
Winter,2023-06-25,2023-07-21,Facebook,88505,2766,2640.22,300.0,No
Launch,2023-03-26,2023-04-25,Email,37668,1639,3195.76,245.0,No
Winter,2023-09-22,2023-10-10,Facebook,24061,515,742.72,42.0,Yes
Launch,2023-10-14,2023-11-04,Facebook,80252,2180,4133.2,181.0,No
Summer,2023-07-27,2023-08-20,Instagram,40749,843,1276.43,0.0,No
Launch,2023-11-11,2023-11-20,Instagram,19777,651,686.83,73.0,Yes
Summer,2023-08-08,2023-08-27,TikTok,94229,3425,4540.55,258.0,Yes
Summer,2023-04-16,2023-04-20,TikTok,52745,1059,1784.44,82.0,Yes
Winter,2023-02-02,2023-02-25,Facebook,92865,1746,1705.8,0.0,No
Summer,2023-10-02,2023-10-19,Google_Ads,82818,2446,3350.03,155.0,No
Launch,2023-08-23,2023-09-08,Instagram,24624,972,989.92,129.0,No
Winter,2023-09-08,2023-09-14,Instagram,24321,754,1299.64,138.0,Yes
Winter,2023-11-02,2023-12-01,TikTok,11488,129,154.81,12.0,Yes
Launch,2023-02-28,2023-03-15,Facebook,23574,1054,648.3,104.0,Yes
BlackFriday,2023-11-13,2023-11-23,TikTok,6240,78,58.43,0.0,Yes
Launch,2023-06-02,2023-06-30,Email,44221,2132,1261.41,230.0,No
BlackFriday,2023-12-11,2023-12-17,Google_Ads,11478,126,157.37,7.0,No
BlackFriday,2023-06-06,2023-06-08,TikTok,56645,2139,1410.68,401.0,No
Winter,2023-03-14,2023-03-24,Instagram,20262,269,180.56,40.0,No
Winter,2023-03-12,2023-04-01,Email,53796,2497,4773.2,495.0,Yes
BlackFriday,2023-09-07,2023-09-18,Instagram,5432,155,280.39,28.0,Yes
BlackFriday,2023-03-27,2023-03-31,TikTok,65291,1542,3051.17,197.0,No
Winter,2023-06-11,2023-07-03,Email,80104,1329,664.87,104.0,Yes
Summer,2023-07-03,2023-07-08,Google_Ads,60399,1016,1443.7,121.0,Yes
Launch,2023-04-10,2023-05-07,TikTok,80714,3868,5510.52,717.0,No
Winter,2023-09-16,2023-09-19,Facebook,51428,1430,1696.22,82.0,No
Summer,2023-09-09,2023-09-16,Email,88731,3686,4037.73,661.0,No
BlackFriday,2023-09-08,2023-09-24,Facebook,1302,46,54.42,4.0,Yes
Winter,2023-04-23,2023-05-09,TikTok,83558,3096,3475.08,572.0,No
Launch,2023-10-03,2023-10-11,Instagram,1055,16,25.53,3.0,Yes
Summer,2023-10-17,2023-10-18,TikTok,9717,188,132.17,28.0,No
Launch,2023-10-09,2023-10-22,Instagram,29699,1231,980.44,184.0,No
Summer,2023-05-18,2023-06-12,other,74686,3646,2810.25,429.0,Yes
Winter,2023-07-07,2023-07-31,Email,68661,1408,1258.34,246.0,No
Summer,2023-08-14,2023-09-09,TikTok,45247,943,1214.48,183.0,Yes
BlackFriday,2023-02-22,2023-03-15,Email,17748,513,342.08,85.0,Yes
Launch,2023-05-07,2023-06-05,Google_Ads,5621,277,499.22,39.0,Yes
BlackFriday,2023-08-19,2023-08-25,Facebook,16034,332,314.09,46.0,No
BlackFriday,2023-02-14,2023-03-11,Email,6126,160,119.01,28.0,No
Summer,2023-05-02,2023-05-15,Instagram,6122,279,422.25,36.0,No
Summer,2023-12-19,2023-12-21,TikTok,19030,192,106.97,32.0,Yes
BlackFriday,2023-11-20,2023-11-30,Email,83838,971,1388.48,122.0,No
BlackFriday,2023-04-16,2023-04-22,Email,85717,2928,4530.49,173.0,Yes
Winter,2023-10-19,2023-10-27,Google_Ads,56658,2622,2156.27,282.0,No
BlackFriday,2023-10-03,2023-10-14,TikTok,39638,775,436.28,90.0,Yes
Launch,2023-05-30,2023-06-27,Google_Ads,68067,1959,2048.07,139.0,Yes
Winter,2023-09-21,2023-10-13,Email,89869,2518,1631.39,164.0,Yes
Winter,2023-02-18,2023-03-09,Instagram,35674,1031,695.63,134.0,No
Winter,2023-12-02,2023-12-18,Facebook,47271,1360,1282.75,129.0,No
Launch,2023-05-08,2023-05-16,Google_Ads,74688,2083,2697.39,336.0,Yes
BlackFriday,2023-05-07,2023-05-30,Instagram,39518,1144,1736.12,222.0,No
Summer,2023-09-08,2023-09-23,Email,11267,378,525.1,0.0,Yes
Launch,2023-11-18,2023-12-14,Instagram,91825,2890,2088.14,574.0,Yes
Launch,2023-11-21,2023-12-14,Google_Ads,2062,91,68.99,14.0,Yes
BlackFriday,2023-07-26,2023-08-25,Email,51448,616,1119.98,57.0,No
Winter,2023-07-08,2023-07-12,Facebook,96462,4179,5589.53,630.0,Yes
Launch,2023-02-17,2023-02-23,Google_Ads,57793,1236,1306.85,130.0,Yes
BlackFriday,2023-12-07,2023-12-12,Facebook,48915,1394,1981.71,73.0,No
Summer,2023-10-01,2023-10-06,Email,5632,155,199.25,0.0,Yes
Winter,2023-04-19,2023-05-13,TikTok,4596,86,84.17,4.0,No
Winter,2023-05-26,2023-06-15,Instagram,7168,185,222.9,26.0,No
Launch,2023-11-17,2023-12-02,Instagram,83152,3547,3449.51,445.0,Yes
Winter,2023-03-05,2023-03-21,Google_Ads,27734,593,1000.46,30.0,Yes
BlackFriday,2023-08-08,2023-09-03,TikTok,27069,846,879.58,118.0,No
Winter,2023-03-09,2023-04-01,Instagram,80905,3656,3511.44,0.0,Yes
Winter,2023-07-04,2023-07-05,Google_Ads,74479,833,1264.27,102.0,Yes
Winter,2023-11-29,2023-12-22,Instagram,78735,2914,2869.27,464.0,No
Summer,2023-08-08,2023-09-06,Facebook,24275,680,672.2,68.0,Yes
BlackFriday,2023-10-31,2023-11-12,TikTok,82449,1369,1923.45,183.0,Yes
Summer,2023-06-25,2023-07-13,Email,63981,2507,3019.12,157.0,Yes
Launch,2023-08-05,2023-08-09,TikTok,85659,3879,4398.72,592.0,Yes
Summer,2023-04-28,2023-05-12,Email,55553,2046,4078.61,319.0,No
BlackFriday,2023-02-22,2023-03-10,TikTok,49447,1005,518.32,104.0,Yes
Summer,2023-06-03,2023-06-05,TikTok,35529,1314,2421.17,80.0,Yes
Launch,2023-03-10,2023-03-19,TikTok,76703,1677,1213.66,191.0,Yes
Summer,2023-11-29,2023-12-17,TikTok,18260,879,1254.24,132.0,Yes
BlackFriday,2023-04-20,2023-05-13,Instagram,4812,186,188.38,18.0,Yes
Winter,2023-07-30,2023-08-13,Email,29024,1292,2339.57,196.0,Yes
Launch,2023-02-21,2023-02-24,TikTok,28285,1094,919.0,93.0,No
Summer,2023-07-16,2023-07-19,Instagram,93436,4034,5447.27,794.0,Yes
Summer,2023-03-13,2023-03-22,Google_Ads,2605,30,30.82,3.0,No
Summer,2023-05-08,2023-06-06,Facebook,72158,3237,4582.19,291.0,Yes
Winter,2023-11-08,2023-11-30,TikTok,73303,1485,796.21,168.0,Yes
BlackFriday,2023-01-14,2023-01-26,Google_Ads,28139,1030,694.93,66.0,Yes
Winter,2023-06-04,2023-06-20,Facebook,78149,3283,2267.39,226.0,Yes
Summer,2023-04-07,2023-04-20,Facebook,57138,2085,1634.48,0.0,Yes
Launch,2023-01-28,2023-02-14,Google_Ads,77125,1055,1254.39,173.0,No
Summer,2023-05-03,2023-06-02,TikTok,14918,505,822.24,93.0,No
Summer,2023-01-07,2023-02-06,Email,28446,1308,2293.0,86.0,No
Launch,2023-03-09,2023-04-08,Google_Ads,14046,367,291.89,55.0,Yes
Launch,2023-08-30,2023-09-04,TikTok,5324,212,169.41,36.0,Yes
Summer,2023-01-31,2023-02-06,other,39110,1402,844.23,157.0,Yes
Launch,2023-05-27,2023-05-30,TikTok,17389,791,654.36,122.0,No
Launch,2023-08-01,2023-08-20,TikTok,42427,1440,2740.42,0.0,Yes
Winter,2023-02-10,2023-02-17,TikTok,88886,1300,678.41,66.0,Yes
Summer,2023-03-21,2023-04-05,TikTok,1117,18,15.68,1.0,No
Summer,2023-11-21,2023-12-13,Google_Ads,85471,1442,2594.79,239.0,No
Summer,2023-12-24,2024-01-05,TikTok,54441,2158,2422.76,252.0,Yes
Winter,2023-02-14,2023-02-23,Facebook,11954,515,627.01,96.0,Yes
Summer,2023-11-10,2023-11-26,TikTok,80239,3983,2117.09,385.0,No
BlackFriday,2023-12-03,2023-12-06,Facebook,47514,2033,3515.9,165.0,Yes
BlackFriday,2023-09-12,2023-10-04,Google_Ads,98579,3085,5187.78,573.0,Yes
Winter,2023-05-13,2023-05-19,Facebook,7469,208,192.41,27.0,No
BlackFriday,2023-05-18,2023-06-06,Facebook,31105,416,730.44,60.0,No
Winter,2023-01-16,2023-01-30,Email,43101,1119,1470.92,99.0,Yes
BlackFriday,2023-12-31,2024-01-18,Email,92922,3932,5654.2,569.0,Yes
Launch,2023-09-12,2023-09-14,TikTok,59067,1101,570.88,138.0,Yes
BlackFriday,2023-09-13,2023-09-21,Facebook,50376,1443,1030.94,85.0,Yes
Launch,2023-03-22,2023-03-29,Email,46587,1987,3205.91,372.0,Yes
Summer,2023-10-21,2023-10-26,other,37976,482,417.53,68.0,Yes
Launch,2023-01-07,2023-01-12,Email,79477,3502,3773.94,493.0,Yes
BlackFriday,2023-07-16,2023-08-09,Email,43533,1138,2028.15,172.0,Yes
BlackFriday,2023-01-19,2023-02-11,TikTok,2828,37,71.36,4.0,No
Summer,2023-12-02,2023-12-15,TikTok,2917,92,167.93,14.0,Yes
BlackFriday,2023-08-02,2023-08-03,Facebook,21618,961,870.6,131.0,Yes
Launch,2023-02-09,2023-02-21,Instagram,33254,1117,883.82,214.0,No
Summer,2023-12-11,2023-12-13,Email,48362,921,1115.93,53.0,Yes
Winter,2023-09-22,2023-10-09,Google_Ads,21128,536,273.9,35.0,Yes
Winter,2023-02-05,2023-03-03,Facebook,60383,1691,910.97,128.0,No
BlackFriday,2023-06-09,2023-06-10,Google_Ads,66545,2207,2935.17,338.0,Yes
Launch,2023-01-05,2023-01-09,Google_Ads,83180,3358,4300.5,493.0,Yes
BlackFriday,2023-06-05,2023-06-22,Instagram,88958,1241,2471.91,228.0,No
BlackFriday,2023-07-08,2023-07-30,TikTok,10865,495,397.37,79.0,No
Winter,2023-04-11,2023-04-20,Facebook,3219,33,29.28,4.0,Yes
Launch,2023-05-06,2023-05-25,Google_Ads,40809,1012,678.35,201.0,No
BlackFriday,2023-01-13,2023-01-30,Facebook,6287,69,129.47,6.0,Yes
Winter,2023-12-22,2023-12-23,Facebook,35387,910,1516.71,159.0,No
BlackFriday,2023-01-01,2023-01-11,TikTok,9512,295,511.39,33.0,Yes
Launch,2023-06-07,2023-07-06,Google_Ads,2342,71,131.64,10.0,Yes
Summer,2023-05-02,2023-05-28,Facebook,64076,1065,1371.03,169.0,Yes
Launch,2023-04-29,2023-05-10,Email,94070,1109,1104.11,78.0,No
Winter,2023-12-25,2024-01-24,Email,80767,3269,4523.71,380.0,No
BlackFriday,2023-02-13,2023-02-21,TikTok,98829,4730,5588.11,634.0,No
Winter,2023-12-06,2024-01-01,Facebook,94789,2384,4710.9,447.0,Yes
Launch,2023-05-14,2023-05-21,TikTok,43078,442,749.07,51.0,Yes
BlackFriday,2023-07-21,2023-07-28,Facebook,84524,2149,3513.91,284.0,Yes
Summer,2023-06-12,2023-07-04,other,97573,4065,6182.2,688.0,Yes
Winter,2023-04-14,2023-04-30,Instagram,13219,447,334.85,61.0,Yes
Winter,2023-02-25,2023-03-13,Instagram,1235,17,10.01,3.0,Yes
Winter,2023-08-27,2023-09-12,TikTok,43929,1927,2960.04,287.0,No
Summer,2023-07-03,2023-07-10,Email,68444,2138,3406.22,274.0,Yes
BlackFriday,2023-06-07,2023-06-11,Instagram,9567,417,237.88,22.0,No
BlackFriday,2023-02-16,2023-02-22,Instagram,71792,2384,4510.71,267.0,No
Launch,2023-06-17,2023-07-05,Email,85555,1215,1128.55,0.0,Yes
Winter,2023-06-03,2023-06-24,Email,6415,313,236.26,25.0,No
Winter,2023-10-12,2023-11-09,TikTok,44925,2205,2197.77,151.0,Yes
Winter,2023-08-25,2023-09-20,Google_Ads,6951,217,357.82,20.0,No
Winter,2023-04-24,2023-04-29,Instagram,9007,125,184.93,20.0,No
Summer,2023-07-10,2023-08-01,Email,42832,786,1076.37,125.0,No
Winter,2023-02-13,2023-02-18,Instagram,59596,2802,1494.38,475.0,No
Launch,2023-02-03,2023-02-20,Facebook,89861,2319,1303.61,424.0,No
Launch,2023-06-19,2023-07-17,Email,16524,262,347.1,26.0,No
Summer,2023-01-26,2023-02-20,TikTok,20282,598,1162.95,0.0,No
Winter,2023-07-22,2023-07-25,Email,24930,378,254.07,24.0,Yes
Winter,2023-08-07,2023-08-23,Google_Ads,1077,46,56.84,0.0,No
BlackFriday,2023-04-06,2023-04-23,Google_Ads,21611,536,404.28,0.0,No
Summer,2023-11-14,2023-12-03,Google_Ads,15060,436,621.86,54.0,No
Launch,2023-09-13,2023-09-19,TikTok,83985,2331,1892.01,0.0,No
Winter,2023-07-16,2023-08-06,Instagram,44303,1409,941.98,0.0,Yes
BlackFriday,2023-09-27,2023-10-22,Facebook,60207,814,812.36,100.0,Yes
Summer,2023-10-06,2023-10-20,Facebook,76046,2606,4358.4,159.0,Yes
Summer,2024-01-01,2024-01-28,Instagram,30287,486,561.61,69.0,No
Winter,2023-09-06,2023-09-27,TikTok,94709,1064,1533.88,159.0,Yes
Winter,2023-06-14,2023-06-26,Email,40711,1987,2923.25,212.0,Yes
BlackFriday,2023-08-30,2023-09-08,Google_Ads,73101,2128,3257.85,332.0,No
Winter,2023-04-30,2023-05-14,TikTok,72520,2269,4407.36,356.0,Yes
Winter,2023-12-03,2023-12-05,Google_Ads,88062,1473,2349.97,129.0,No
BlackFriday,2023-01-29,2023-02-23,Facebook,19574,389,480.34,57.0,No
Launch,2023-10-22,2023-11-05,Google_Ads,10184,443,640.61,0.0,Yes
BlackFriday,2023-07-01,2023-07-03,TikTok,20096,487,783.84,34.0,No
Winter,2023-03-30,2023-04-27,Facebook,68728,2960,4198.5,591.0,Yes
Launch,2023-12-24,2024-01-04,Google_Ads,35016,1343,705.09,192.0,No
Launch,2023-12-27,2024-01-21,Email,12246,209,165.56,23.0,Yes
BlackFriday,2023-10-16,2023-10-29,Instagram,46558,1410,2419.14,131.0,Yes
Launch,2023-09-10,2023-09-11,TikTok,19381,718,652.64,100.0,No
Launch,2023-11-11,2023-12-11,TikTok,12302,204,122.8,25.0,Yes
Launch,2023-04-01,2023-04-13,Google_Ads,68506,2282,1761.34,319.0,Yes
BlackFriday,2023-03-17,2023-04-01,Instagram,55917,895,1642.51,141.0,Yes
Launch,2023-02-26,2023-03-18,Email,93738,3999,5912.17,338.0,No
Launch,2023-02-07,2023-03-06,Email,97646,1786,2124.39,272.0,Yes
BlackFriday,2023-07-22,2023-08-19,Facebook,84122,3473,5256.88,685.0,Yes
Winter,2023-06-15,2023-06-23,Facebook,25519,1005,1435.06,154.0,Yes
Launch,2023-08-12,2023-09-05,Email,97809,2153,2912.64,392.0,Yes
Winter,2023-11-29,2023-12-29,Email,88487,2038,1199.9,391.0,Yes
BlackFriday,2023-10-15,2023-10-20,Google_Ads,57819,2411,3494.03,296.0,Yes
Winter,2023-07-02,2023-07-18,Facebook,81910,2330,3852.38,361.0,No
Launch,2023-03-31,2023-04-20,Email,72324,2837,5648.81,504.0,Yes
Launch,2023-05-31,2023-06-26,Email,6408,102,52.7,0.0,No
Summer,2023-12-26,2024-01-12,Facebook,60379,2662,4246.58,237.0,No
BlackFriday,2023-11-05,2023-11-19,Google_Ads,10446,483,555.97,0.0,Yes
BlackFriday,2023-11-10,2023-12-01,other,1922,29,20.05,2.0,Yes
Launch,2023-09-12,2023-10-10,Email,99723,3362,3744.02,394.0,Yes
BlackFriday,2023-05-02,2023-05-27,Google_Ads,52356,1778,1834.12,301.0,Yes
BlackFriday,2023-12-29,2024-01-04,Instagram,98720,2797,4464.91,412.0,Yes
Launch,2023-06-21,2023-06-29,TikTok,67656,779,1208.3,127.0,No
Launch,2023-05-08,2023-05-28,Google_Ads,45028,1793,2480.67,256.0,Yes
Summer,2023-08-13,2023-08-23,Email,33154,408,418.11,0.0,Yes
Summer,2023-07-31,2023-08-16,Instagram,83870,3122,2702.72,0.0,Yes
Winter,2023-10-07,2023-11-01,TikTok,3336,95,140.97,13.0,Yes
Summer,2023-10-23,2023-10-26,Instagram,68779,782,624.21,81.0,No
Winter,2023-03-25,2023-04-08,Google_Ads,20029,977,950.15,108.0,Yes
Launch,2023-01-18,2023-02-07,Facebook,60201,2887,2416.14,564.0,No
Launch,2023-03-29,2023-04-12,Email,44872,616,1072.61,0.0,No
Launch,2023-02-08,2023-02-11,Google_Ads,47197,1896,1671.91,234.0,No
Summer,2023-02-17,2023-03-07,Instagram,56180,1667,2016.31,292.0,Yes
BlackFriday,2023-09-05,2023-09-08,Instagram,24710,546,308.48,40.0,Yes
Winter,2023-12-01,2023-12-24,Facebook,30486,904,1400.3,82.0,Yes
BlackFriday,2023-06-19,2023-07-14,Facebook,72895,2369,3830.92,369.0,No
Launch,2023-12-23,2023-12-28,Email,65435,1809,2023.56,155.0,Yes
Summer,2023-10-04,2023-10-29,Facebook,41631,1425,1130.93,154.0,No
Launch,2023-07-21,2023-07-23,Facebook,65772,1610,1120.17,295.0,Yes
BlackFriday,2023-01-02,2023-01-11,Facebook,85291,3904,3810.14,280.0,Yes
Summer,2023-12-05,2023-12-18,Facebook,4756,134,250.3,17.0,No
Launch,2023-03-29,2023-04-13,Email,17478,595,916.91,83.0,No
Winter,2023-08-31,2023-09-21,Facebook,40666,1368,1059.01,270.0,Yes
Summer,2023-07-23,2023-08-18,Facebook,76683,3240,3170.56,570.0,Yes
BlackFriday,2023-10-06,2023-10-17,TikTok,78834,3929,7315.89,584.0,No
Launch,2023-07-15,2023-07-25,TikTok,15153,187,161.54,17.0,No
Summer,2023-05-15,2023-06-11,Email,77325,783,498.74,104.0,Yes
Winter,2023-05-18,2023-06-05,Email,13999,498,487.06,45.0,Yes
BlackFriday,2023-06-26,2023-07-07,TikTok,1814,35,24.25,6.0,No
Summer,2023-07-18,2023-07-28,Facebook,91474,1851,1094.59,0.0,No
Winter,2023-10-02,2023-10-30,Google_Ads,3443,38,20.76,2.0,Yes
Launch,2023-02-10,2023-02-27,Email,76916,1448,1509.5,258.0,Yes
Launch,2023-01-18,2023-02-03,Email,74319,2925,2012.58,422.0,No
Summer,2023-10-20,2023-11-02,Instagram,18368,743,654.15,120.0,No
BlackFriday,2023-03-03,2023-03-28,other,16328,770,1126.61,62.0,Yes
BlackFriday,2023-03-27,2023-04-24,Google_Ads,57942,650,593.65,84.0,No
Launch,2023-02-10,2023-03-05,TikTok,28306,880,600.64,126.0,No
Winter,2023-11-18,2023-12-07,Instagram,86451,3051,4216.91,0.0,Yes
BlackFriday,2023-06-13,2023-07-06,Facebook,40915,1463,1425.13,283.0,Yes
Launch,2023-10-12,2023-11-11,Google_Ads,81879,1910,3271.05,355.0,Yes
Summer,2023-05-22,2023-06-13,Email,65644,2581,3658.49,411.0,Yes
BlackFriday,2023-01-07,2023-01-27,Instagram,61279,1908,1800.43,0.0,Yes
BlackFriday,2023-09-25,2023-10-15,Email,54028,2254,1991.67,139.0,No
Launch,2023-03-18,2023-04-09,Google_Ads,1126,55,54.51,5.0,No
Summer,2023-02-21,2023-03-19,Email,53329,961,717.8,171.0,No
Winter,2023-02-21,2023-03-12,Instagram,28632,1425,1099.75,0.0,No
Launch,2023-06-26,2023-07-01,Email,66310,901,1519.12,60.0,No
Summer,2023-12-02,2023-12-18,Email,56176,566,609.64,55.0,No
Launch,2023-01-20,2023-01-31,TikTok,87066,1024,1181.69,0.0,No
Launch,2023-11-13,2023-11-16,Instagram,45327,1072,1491.23,202.0,Yes
Launch,2023-01-20,2023-02-12,Instagram,69904,2468,3416.9,444.0,Yes
Summer,2023-12-20,2024-01-05,Google_Ads,4797,61,36.66,7.0,No
Summer,2023-06-05,2023-06-23,TikTok,14718,698,534.66,109.0,No
Winter,2023-12-23,2024-01-09,Google_Ads,35560,1524,2414.94,0.0,Yes
Launch,2023-04-27,2023-05-17,Email,77589,3287,5453.15,642.0,Yes
BlackFriday,2023-08-15,2023-09-05,other,23116,1048,1647.82,140.0,No
BlackFriday,2023-08-15,2023-08-24,TikTok,2645,37,19.31,0.0,Yes
Summer,2023-09-06,2023-09-27,Facebook,48523,1259,1310.07,247.0,Yes
Launch,2023-01-29,2023-02-07,Facebook,20256,788,1108.92,121.0,Yes
Launch,2023-06-09,2023-07-09,Instagram,54173,1149,1242.27,173.0,No
Launch,2023-04-09,2023-05-07,other,40282,442,425.74,71.0,Yes
Winter,2023-01-30,2023-02-09,TikTok,64374,1432,1346.51,232.0,Yes
BlackFriday,2023-07-04,2023-07-24,Instagram,69244,2213,1989.48,215.0,Yes
BlackFriday,2023-08-26,2023-09-12,Facebook,12694,447,446.63,54.0,Yes
Winter,2023-03-05,2023-03-13,Facebook,57264,1894,2530.59,178.0,No
Launch,2023-09-08,2023-09-19,Email,76060,2883,4498.99,256.0,No
Launch,2023-08-31,2023-09-30,Google_Ads,98416,1008,1505.8,0.0,Yes
Winter,2023-03-25,2023-04-23,Email,58545,821,1405.2,76.0,Yes
Summer,2023-01-15,2023-02-14,Facebook,98945,3687,6356.83,185.0,Yes
Summer,2023-10-20,2023-10-28,other,14224,206,108.85,19.0,No
Winter,2023-04-24,2023-05-13,Google_Ads,41738,1823,2923.87,332.0,Yes
Launch,2023-05-18,2023-05-25,Google_Ads,26150,514,417.68,71.0,Yes
Launch,2023-03-09,2023-03-19,Facebook,50688,801,1167.64,88.0,No
Winter,2023-01-05,2023-01-12,Google_Ads,74509,2861,2802.68,433.0,Yes
BlackFriday,2023-06-06,2023-07-03,Facebook,9577,351,205.57,27.0,No
Winter,2023-05-21,2023-06-01,Instagram,9070,167,117.98,28.0,Yes
Winter,2023-06-28,2023-07-15,Facebook,9666,430,215.6,29.0,No
Winter,2023-06-04,2023-06-26,Instagram,58761,1530,2837.9,227.0,No
Winter,2023-12-06,2023-12-15,Google_Ads,7783,125,101.77,20.0,No
Launch,2023-10-15,2023-10-24,Email,42914,886,996.21,117.0,Yes
Launch,2023-06-02,2023-06-22,Email,71507,778,805.12,91.0,Yes
Winter,2023-06-22,2023-07-06,Facebook,80026,2667,4980.86,201.0,No
Summer,2023-05-22,2023-06-13,Instagram,68526,2993,1677.38,435.0,Yes
Winter,2023-11-30,2023-12-22,Instagram,71835,2295,2910.8,450.0,Yes
Launch,2023-05-04,2023-05-11,Google_Ads,46765,877,1333.67,152.0,No
Summer,2023-11-04,2023-11-29,TikTok,20956,237,449.72,13.0,No
Launch,2023-03-13,2023-04-02,Instagram,88895,1652,2363.28,175.0,No
Launch,2023-06-01,2023-06-30,Email,47240,1258,2145.69,237.0,No
Launch,2023-07-18,2023-08-13,Email,38148,1540,963.4,193.0,Yes
Summer,2023-10-20,2023-10-25,Instagram,95270,1668,1799.62,249.0,Yes
Launch,2024-01-01,2024-01-27,Facebook,5757,223,236.59,41.0,Yes
Summer,2023-09-01,2023-09-26,Google_Ads,20097,897,1641.0,162.0,No
Launch,2023-09-17,2023-10-10,Email,11395,320,232.66,40.0,Yes
BlackFriday,2023-12-03,2023-12-13,TikTok,17241,738,537.14,0.0,No
Launch,2023-02-19,2023-02-26,Facebook,28696,923,916.39,93.0,No
Summer,2023-10-14,2023-11-05,Email,71480,2536,1475.19,400.0,Yes
Winter,2023-12-15,2024-01-06,Email,47163,1464,1132.68,136.0,Yes
Summer,2023-04-24,2023-05-06,Email,20816,593,1155.05,51.0,Yes
